# 0: Workload (cyc.)
# 1: Nb. ISR
# 2: Nb. POLL
# 3: Average
# 4: StdDev
# 5: 5th ptile
# 6: 95th ptile
# 7: Min
# 8: Max
2000 228 228 5036.014925 1645.858824 1346 6597 160 6804
4000 228 228 5829.050000 2128.813794 1346 8463 1346 8805
6000 246 246 32312.995283 104422.301515 1346 458064 177 459691
8000 254 254 17537.492683 69807.454759 437 12345 168 459689
10000 248 248 8327.534653 31954.491904 437 13975 160 458119
12000 250 250 25537.701923 86664.029997 1346 16469 164 458603
14000 250 250 20174.131707 69494.809682 437 18335 160 458571
16000 284 284 10189.830846 32436.958207 437 19683 204 458021
18000 269 269 18486.392157 63363.758291 437 21725 189 469470
20000 247 247 11172.815000 8273.957140 437 24503 285 25633
22000 296 297 20275.902439 69895.244018 437 27284 160 458604
24000 231 231 16528.139303 32551.377240 1346 28367 303 458121
26000 229 229 18044.273632 32924.497778 1346 30837 278 458121
28000 249 249 18748.836634 45171.183322 437 31180 437 458600
30000 239 239 23052.354680 54496.955046 1293 34392 297 458572
32000 231 231 27837.607843 61992.571896 1293 36751 276 458137
34000 239 239 24640.000000 54469.712521 1717 36433 358 458604
36000 231 231 23057.263682 33376.174385 437 40244 243 458120
38000 359 359 106975.250000 186063.325339 437 458141 397 458142
40000 242 242 25689.597015 33831.544452 1293 43734 281 458022
42000 273 273 12305.460000 8878.089484 437 21783 437 26274
44000 254 254 20885.570000 15983.809381 437 46444 189 49630
46000 225 225 34548.063725 61922.750825 1400 50416 437 458121
48000 248 248 40353.057971 79839.673043 1399 52315 273 458572
50000 239 239 36765.676471 61990.728506 1399 54019 437 458603
52000 237 237 38317.273171 68717.305021 1399 55813 437 458604
54000 219 219 29883.760000 17252.127098 1399 55446 173 59807
56000 227 227 31499.790000 19140.181485 1399 59542 437 61967
58000 222 222 31607.480000 19693.432876 1293 60940 437 63862
60000 220 220 33417.970000 19489.254446 1346 62641 373 65533
62000 214 214 31410.745000 10526.275068 20062 50352 437 54390
64000 228 228 36834.636816 36883.119013 1293 68384 186 458601
66000 223 223 36545.240000 21945.481027 437 70003 437 70607
68000 228 229 38311.655000 23201.585748 797 71326 231 74035
70000 218 218 40176.492537 37180.182020 1399 70954 253 458024
72000 224 224 44159.820896 37788.313420 1399 76499 437 459690
74000 225 225 53803.004854 73630.297803 4483 79467 253 458605
76000 230 230 42444.900498 38554.949294 1293 78534 160 458120
78000 220 220 44150.950000 24871.133163 1396 80773 437 83423
80000 214 214 45906.089552 38237.468539 2088 81800 437 458573
82000 222 222 46896.980000 26757.920376 437 86068 437 88234
84000 221 221 46032.740000 26944.146503 1399 86405 437 90044
86000 230 230 44674.125000 28544.824465 437 86498 437 91729
88000 218 218 48758.228856 39746.392359 1399 87587 303 458119
90000 201 201 47293.690000 26649.357507 6258 87313 1399 93774
92000 210 210 50607.325000 28009.378445 3933 93745 437 98213
94000 220 220 58205.256158 57006.077474 1430 95859 437 458572
96000 222 222 55142.514851 50894.241950 437 98489 260 459689
98000 217 217 56819.356436 50587.789371 1399 98868 437 458119
100000 227 227 51797.019900 42803.962223 437 99960 379 458120
102000 221 221 55492.890000 32034.676033 1399 102572 265 107953
104000 224 224 55140.120000 33493.094034 1293 104676 437 109722
106000 215 215 57012.600000 33156.430643 1399 107249 437 112376
108000 228 228 58326.920398 44668.211360 437 106697 437 458605
110000 223 223 58757.890000 35132.607891 1293 111063 437 116511
112000 221 221 59514.830000 35204.061446 1399 112519 437 118138
114000 208 208 66122.250000 33547.073355 7212 116310 358 120324
116000 223 223 64103.935323 45905.961247 1399 116552 437 458603
118000 223 223 70371.344828 59445.643125 1399 119843 367 458574
120000 223 223 62283.810000 36921.587836 1399 119819 446 126235
122000 220 220 66186.412935 46862.723565 1399 123600 437 458140
124000 211 211 67389.575000 37299.158328 4624 122144 446 130268
126000 212 212 67760.745000 37964.372561 4822 125505 182 131765
128000 219 219 59434.815000 37850.422972 1399 112737 763 114077
130000 217 217 66807.770000 40549.966901 1882 127548 437 133622
132000 222 222 67887.955000 40966.421162 1399 131792 437 138686
134000 221 221 69116.625000 41907.426107 1293 132773 437 138498
136000 217 217 71103.360000 41833.996346 1673 133873 437 142653
138000 213 213 74379.520000 42082.601016 1645 139091 437 144572
140000 216 216 74954.065000 42491.241520 1399 141350 437 144127
142000 215 215 73511.240000 43263.189929 1399 141594 437 144996
144000 212 212 77360.105000 44077.680854 1665 144920 437 150012
146000 215 215 77630.625000 44265.062960 1163 143594 437 151692
148000 216 216 82262.706468 52322.956437 1399 149834 176 458022
150000 219 219 80496.044776 53938.514549 1293 153893 437 458120
152000 215 215 69071.355000 44500.546435 1399 132097 657 134057
154000 209 209 82653.590000 46456.522209 4876 153346 437 160463
156000 220 220 83479.230000 48112.522122 1399 155091 420 161672
158000 215 215 86004.965000 47699.435179 2069 160348 437 163932
160000 212 212 88352.885572 54705.201954 5880 158902 437 458604
162000 213 214 87580.189055 55522.514900 1399 161076 717 458120
164000 200 200 168939.615000 936.287187 168765 169401 161967 169401
166000 209 209 89142.885572 55663.117684 6180 164006 1399 458139
168000 214 214 91960.089552 56373.548510 8950 168102 407 458119
170000 213 213 90241.150000 51431.963506 1399 168810 248 176297
172000 209 209 91330.495000 52081.243687 4803 170252 437 178955
174000 216 216 91176.540000 52947.277541 1350 173937 198 180811
176000 211 211 91763.880000 53339.721295 4490 169938 437 183030
178000 228 229 102065.439024 81368.024089 1400 177895 168 458141
