# 0: Workload (cyc.)
# 1: Nb. ISR
# 2: Nb. POLL
# 3: Average
# 4: StdDev
# 5: 5th ptile
# 6: 95th ptile
# 7: Min
# 8: Max
2000 250 250 4610.320000 1709.979409 1293 6759 1293 6804
4000 250 251 5464.360000 2356.497938 1293 8494 1293 8802
6000 252 253 19353.432039 76851.848062 1293 10663 168 462776
8000 289 290 7459.169154 32460.034098 437 11699 437 462775
10000 275 275 8474.009950 32592.392244 437 13908 276 465024
12000 272 273 9825.711443 32669.238682 437 16099 175 465023
14000 283 283 12526.133663 45495.354881 437 18189 437 462774
16000 271 271 17269.848039 63458.855517 437 19871 256 465020
18000 264 264 8731.855000 7014.640891 437 22165 416 23361
20000 254 254 10913.260000 8095.794825 790 24755 311 25659
22000 239 239 22877.434146 69978.010016 597 26075 177 462775
24000 250 251 21776.931373 63084.367139 437 29121 231 462775
26000 243 243 25603.873171 69776.282865 1240 30360 226 462776
28000 260 260 55943.277273 128981.231615 1240 462775 164 462776
30000 220 220 18251.250000 10689.073542 1240 34551 260 35642
32000 234 234 20317.592040 33369.908804 1293 35931 373 465022
34000 234 234 25480.650246 54926.626860 300 36799 211 462768
36000 212 212 29473.620000 11978.547374 1346 40960 1293 41694
38000 224 224 24070.283582 33521.466048 437 40440 239 462629
40000 222 222 36511.703883 74994.370929 1346 44907 437 462777
42000 230 230 24066.375000 14525.263251 437 45980 437 47432
44000 213 213 25207.735000 14266.166560 1514 46574 437 48900
46000 224 224 29506.502488 34461.433230 1346 50949 437 462774
48000 216 216 31576.504950 45866.930221 1346 52726 281 462773
50000 212 214 30001.350000 16203.198112 2194 54915 437 55755
52000 209 210 33330.825871 34604.207073 5419 55193 437 465022
54000 224 224 29478.515000 18161.433507 1346 55931 418 59391
56000 224 224 33909.537313 35691.191181 437 60740 265 462767
58000 229 229 31419.810000 20015.684550 1340 61391 437 63611
60000 200 200 45611.205000 1080.408091 45561 46428 37703 50639
62000 223 223 33411.010000 20596.160379 1214 65297 416 68022
64000 222 222 37048.945274 36702.442493 1240 67491 437 462765
66000 207 207 36773.635000 20623.861132 4841 68794 437 71569
68000 218 218 43076.698020 47424.229345 479 72051 437 462767
70000 216 216 38126.370000 22643.686058 2000 73589 437 75755
72000 223 223 44739.415842 48136.956565 437 75243 437 462771
74000 200 200 50667.635000 19003.752185 31603 69777 30614 71147
76000 217 217 43500.731343 38375.732079 2141 78901 177 462776
78000 214 214 47376.876238 47896.878363 3147 80645 186 462773
80000 215 215 44255.310000 25083.518685 1346 80966 437 85941
82000 214 214 44625.840000 25803.270266 2135 83597 437 87502
84000 215 215 47579.440000 26717.286056 2194 89003 437 89181
86000 215 217 47422.355000 26620.257294 2101 86566 231 92054
88000 206 206 48837.795000 26622.333566 7067 89745 1346 93671
90000 216 216 47871.080000 28163.486275 1346 91196 437 94289
92000 225 225 51343.711443 41369.771080 1346 92940 437 462774
94000 206 206 53053.915000 27957.631656 6565 96279 1346 100152
96000 212 212 55732.856436 50108.239533 4864 96597 437 462771
98000 201 201 54133.515000 29190.455767 8519 99167 446 103963
100000 210 210 54338.800000 30331.219767 5254 103160 1346 105426
102000 218 218 55265.740000 31863.098338 2194 102705 2194 107633
104000 215 216 57698.298507 43140.159928 2035 103751 231 462776
106000 212 212 63965.124378 42971.366238 2194 110624 384 465022
108000 213 213 59046.135000 33109.014904 3065 110261 437 114351
110000 217 217 61114.572139 44265.600083 2194 111103 1346 462630
112000 202 202 60506.250000 33249.820925 8250 111803 243 117110
114000 206 206 68123.330000 28828.067732 10502 113911 393 120164
116000 208 208 64054.965174 44983.874805 6117 115723 350 462774
118000 211 211 69900.009950 45086.621957 10407 123633 437 462626
120000 206 206 65496.502488 45696.463808 5039 120535 437 462775
122000 201 201 67212.850000 36142.210029 11141 124179 437 128562
124000 208 208 68248.348259 46578.898824 7142 122570 437 462775
126000 215 215 73887.738916 60896.947836 5219 127153 437 462771
128000 200 200 71280.965000 37656.432925 12301 130693 7850 134528
130000 212 212 72344.945000 39505.389910 2792 130328 437 136431
132000 207 207 71521.790000 39872.847469 9496 132765 1346 138593
134000 219 219 75393.673267 56593.044448 1346 135956 437 465021
136000 206 206 74336.875000 40654.063365 9461 136384 273 142690
138000 207 207 73740.235000 41432.273338 5785 136878 160 144331
140000 206 206 74049.920000 41731.301252 7494 140075 384 145033
142000 210 210 76408.472637 50872.432762 5770 140636 299 462768
144000 210 210 83682.871921 63303.971322 7947 145869 437 462773
146000 203 203 78103.850000 43395.987815 8177 145884 223 151972
148000 204 204 79937.515000 43849.779781 11509 148016 1346 154252
150000 204 204 80760.420000 44951.365592 8824 150774 437 155183
152000 205 205 80661.355000 45343.646715 8136 150829 1346 158420
154000 210 210 65335.721393 49495.004622 11850 115876 348 462773
156000 207 207 88030.995050 59415.345089 10498 158220 287 462776
158000 213 213 84983.555000 47989.270479 1346 158029 186 164492
160000 210 210 86565.250000 47988.636701 8451 160843 303 166243
162000 211 211 85935.245000 48558.874476 6168 161093 354 167781
164000 207 207 85131.400000 48507.426675 8460 162813 437 170762
166000 207 207 87817.520000 49457.421548 10189 164469 1346 172472
168000 203 203 88860.425000 49936.034612 8834 164890 437 173222
170000 202 203 90071.140000 56328.634260 8053 167483 1346 462773
172000 212 212 93993.373134 58273.032106 4709 172102 408 465023
174000 205 205 91568.785000 51686.800694 8611 172428 437 180872
176000 212 212 94054.190000 52670.424034 1346 175140 1346 181762
178000 210 210 95755.587065 58972.426123 8060 175501 186 462631
180000 206 206 101499.133663 61072.689389 11052 179163 437 462773
182000 205 205 96716.250000 54031.544230 10141 179975 437 188722
184000 202 202 96691.070000 54439.633278 10456 181147 1346 190167
186000 210 210 98974.985075 61100.503199 5827 183298 160 465022
188000 212 212 100844.054726 62106.020355 1635 187353 168 462774
190000 204 204 102433.490000 55873.232559 15141 189596 437 197030
192000 204 204 102392.670000 56932.706001 11239 191439 437 197279
194000 206 206 101995.515000 57159.901918 12427 190508 377 200249
196000 208 208 104186.665000 58632.045684 8731 195465 437 202662
198000 207 207 103695.611940 63848.549794 9080 192458 437 462630
200000 210 210 107309.090000 60235.003801 6289 198283 437 207390
