# 0: Workload (cyc.)
# 1: Nb. ISR
# 2: Nb. POLL
# 3: Average
# 4: StdDev
# 5: 5th ptile
# 6: 95th ptile
# 7: Min
# 8: Max
2000 238 238 4642.590000 1496.727160 1293 6624 1293 6802
4000 249 249 5528.030000 2383.571297 1293 8602 1293 8792
6000 255 255 19415.970874 76840.014370 1293 10593 177 463080
8000 282 282 7868.955224 32460.891801 437 12397 198 463080
10000 270 270 13290.640394 55176.207986 437 14195 164 462578
12000 269 269 12262.509901 45387.858296 437 16096 223 463079
14000 287 287 14592.812808 55241.733006 437 18464 402 462577
16000 272 272 17105.593137 63331.147365 437 19824 297 464155
18000 268 268 10345.930348 32668.379482 437 22063 177 462571
20000 262 262 10571.515000 8315.128540 437 24221 382 25360
22000 246 246 18321.192118 55018.086453 437 26584 189 463078
24000 242 242 22244.421569 62950.258523 1247 29263 226 462578
26000 259 260 26680.281553 76176.942251 437 30591 182 463080
28000 252 252 43433.352113 107331.792245 437 462193 218 464158
30000 213 213 18331.445000 10079.553429 2011 33203 265 35667
32000 247 247 18634.572139 33540.831458 437 35931 209 462458
34000 217 217 22056.442786 33100.535045 1346 37250 437 462017
36000 216 216 27821.810000 13246.865886 1346 41510 1346 41709
38000 220 220 21794.070000 12871.209852 1950 39832 177 43726
40000 218 219 30282.217822 54756.585985 1346 44868 195 463081
42000 233 233 23655.340000 14835.561516 437 45195 367 47649
44000 213 213 29704.707921 45446.771895 4573 47174 437 462570
46000 217 217 27761.510000 15378.691590 1346 50611 437 51774
48000 220 220 32531.719212 54960.365258 1346 51745 176 462579
50000 217 217 28851.820000 16707.788373 2141 54063 437 55429
52000 210 210 30487.135000 16732.001054 3689 54522 393 57542
54000 225 225 33059.915423 35390.763392 1302 57632 204 462581
56000 219 219 34840.791045 35422.259035 1346 59810 407 462460
58000 227 228 35070.630000 36128.159184 1240 63474 408 462571
60000 273 273 14177.885000 10327.240621 437 30799 437 35560
62000 223 223 41566.906863 62722.121777 1247 66097 437 464162
64000 220 220 45508.902439 69046.298342 1346 68346 437 464157
66000 212 212 43159.519802 46563.918210 5147 69354 1346 463078
68000 210 210 39044.820000 21552.387733 5067 71632 195 73582
70000 218 218 41272.282178 47664.192880 2141 73261 293 462456
72000 224 224 41968.800995 38225.643130 437 73983 437 462020
74000 200 200 46632.530000 18999.338601 27387 66080 27339 66120
76000 217 217 44969.154229 38066.728711 2194 78999 2035 462017
78000 211 211 46651.114428 37650.427948 5567 80471 373 462570
80000 224 224 48539.767327 48544.599841 1346 83605 192 462578
82000 214 214 49222.727723 48606.276880 2263 85223 408 463078
84000 214 214 49436.482587 39230.615258 2194 89044 1346 462459
86000 216 216 46741.190000 26701.330243 2101 87158 388 91938
88000 204 204 47772.740000 26509.346273 5221 87550 1346 92332
90000 219 219 50784.014925 40579.738113 1346 92010 437 462017
92000 219 219 50343.665000 29063.204316 1346 93626 437 98311
94000 206 206 52598.935000 27819.954497 9374 95057 1346 100300
96000 217 217 50291.745000 30062.118348 1698 95734 270 102288
98000 203 203 55785.820896 40913.578087 7437 98042 1346 463079
100000 213 213 54757.995000 31307.139613 1346 100062 437 105220
102000 219 219 56444.656716 42612.015463 2194 102179 2141 462018
104000 212 212 59721.564356 51569.275656 4460 106756 437 463079
106000 211 211 64433.338308 42813.817721 11100 111966 1346 462020
108000 209 209 59361.865000 32845.272382 5492 111245 437 114300
110000 219 219 61722.398010 44347.638742 2194 111614 209 462460
112000 202 202 61626.865000 33285.833385 9917 114511 1346 118421
114000 207 207 62054.970000 29801.371727 5449 112880 218 120058
116000 206 206 62642.350000 35041.184659 6332 115837 437 122431
118000 212 212 59537.450000 35586.661648 1582 113789 437 121045
120000 205 205 63787.725000 35942.936771 5903 119943 403 125455
122000 204 204 67426.134328 45666.187707 8320 122826 388 463077
124000 206 206 66655.631841 46397.565515 5870 121892 437 462458
126000 209 209 67618.140000 38089.322337 4780 123879 437 131538
128000 206 206 71928.004975 47193.914201 8374 130378 250 462570
130000 209 209 73542.310000 38152.782701 6620 130169 437 136446
132000 202 202 71665.650000 39038.572767 10762 131323 1346 137947
134000 206 206 72809.390000 40192.084088 9175 134669 437 140794
136000 206 206 71768.995000 40868.758157 6544 134980 400 142557
138000 205 205 74100.085000 40991.336597 9591 137322 1346 144690
140000 203 203 74741.355000 40976.064499 9501 139181 204 144585
142000 211 211 76683.460000 42761.682878 1354 142537 367 148604
144000 212 212 80125.726368 51384.889602 2476 145861 437 462578
146000 201 201 79501.731343 50667.615628 10130 144422 4429 463078
148000 205 205 79509.230000 44230.186818 10114 148240 437 154434
150000 205 205 86029.811881 58216.019687 10397 150553 379 464156
152000 208 208 81011.370000 45520.386396 4739 151308 361 158525
154000 224 224 54699.595000 41020.162733 1346 103381 160 104656
156000 206 206 82562.620000 46442.284264 8115 153489 1346 161536
158000 209 209 85548.800000 47455.279861 7820 157483 437 164815
160000 207 207 86822.124378 54470.986612 11103 158732 410 462016
162000 209 209 84199.000000 48307.649830 4685 157787 1346 165978
164000 213 213 89661.163366 63073.966679 2676 162820 437 462578
166000 205 205 89346.980000 49197.539183 11639 164212 1346 173092
168000 202 202 91614.895000 49342.149882 16084 165658 437 174897
170000 200 200 90814.220000 49878.717204 14325 167239 4600 177015
172000 207 207 92743.875622 56253.972619 7930 169310 437 462570
174000 204 204 92418.760000 51584.071670 9619 172384 256 181024
176000 212 212 93357.580000 52860.704172 1346 175059 1346 183059
178000 207 207 94909.465000 53066.707969 6973 175800 176 184637
180000 205 205 91559.735000 53730.772615 8293 177128 1293 186467
182000 208 208 97403.542289 59820.783449 10157 179023 164 463079
184000 204 204 97889.630000 54676.344506 9289 181947 1346 190297
186000 205 205 98796.660000 55188.496987 8739 184121 1346 193160
188000 209 209 100505.625000 56736.163466 5520 187618 160 194559
190000 204 204 102000.175000 55891.201616 14282 189692 437 196964
